ClaimNumber,PolicyNumber,PolicySource,EffectiveDate,ExpirationDate,CancellationDate,LossLocationID,HIPaymentStatus_Ext,Type,Driver,Vehicle
CLM000907,POL000907,Agent,2022-12-17,2025-05-16,,LOC0465,Not Paid,Not Nominated,Not Nominated,Active
CLM000908,POL000908,Online,2021-03-28,2026-09-13,2027-02-22,LOC0047,Paid,Nominated,Nominated,Not Active
CLM000909,POL000909,Broker,2020-07-24,2026-01-11,2028-06-19,LOC0889,Paid,Nominated,Nominated,Active
CLM000910,POL000910,Broker,2023-04-15,2025-11-25,2026-03-31,LOC0930,Pending,Not Nominated,Not Nominated,Not Active
CLM000911,POL000911,Broker,2021-08-28,2028-01-01,2026-03-19,LOC0096,Not Paid,Not Nominated,Nominated,Not Active
CLM000912,POL000912,Agent,2022-10-28,2027-10-24,2029-02-22,LOC0738,Not Paid,Not Nominated,Nominated,Active
CLM000913,POL000913,Broker,2022-06-28,2027-06-22,2028-03-04,LOC0573,Pending,Not Nominated,Nominated,Active
CLM000914,POL000914,Online,2020-05-06,2028-04-22,,LOC0411,Paid,Not Nominated,Nominated,Active
CLM000915,POL000915,Agent,2021-12-23,2029-08-22,2027-01-04,LOC0281,Pending,Nominated,Nominated,Not Active
CLM000916,POL000916,Agent,2020-11-12,2028-09-28,2026-11-05,LOC0821,Pending,Not Nominated,Nominated,Active
CLM000917,POL000917,Broker,2023-04-10,2028-09-29,2028-05-30,LOC0599,Not Paid,Nominated,Not Nominated,Not Active
CLM000918,POL000918,Online,2024-05-21,2026-04-02,2025-10-29,LOC0263,Pending,Not Nominated,Not Nominated,Not Active
CLM000919,POL000919,Broker,2023-05-23,2025-01-27,2026-09-26,LOC0323,Pending,Nominated,Nominated,Not Active
CLM000920,POL000920,Online,2024-02-24,2027-03-20,2026-06-19,LOC0869,Not Paid,Not Nominated,Nominated,Not Active
CLM000921,POL000921,Broker,2021-11-02,2029-11-03,2028-05-30,LOC0527,Pending,Nominated,Nominated,Active
CLM000922,POL000922,Broker,2024-06-15,2026-06-25,2028-08-13,LOC0247,Not Paid,Not Nominated,Not Nominated,Active
CLM000923,POL000923,Online,2021-08-20,2027-05-20,,LOC0394,Paid,Nominated,Nominated,Not Active
CLM000924,POL000924,Agent,2021-09-25,2026-03-21,2029-05-26,LOC0214,Not Paid,Not Nominated,Not Nominated,Not Active
CLM000925,POL000925,Online,2020-03-19,2028-01-30,2026-02-16,LOC0600,Paid,Nominated,Not Nominated,Active
CLM000926,POL000926,Online,2023-06-05,2028-03-20,2029-03-20,LOC0819,Paid,Nominated,Nominated,Not Active
CLM000927,POL000927,Agent,2020-02-26,2028-05-28,2029-03-31,LOC0172,Paid,Not Nominated,Not Nominated,Active
CLM000928,POL000928,Online,2024-03-18,2028-12-27,2028-10-13,LOC0431,Paid,Not Nominated,Nominated,Active
CLM000929,POL000929,Agent,2022-11-13,2029-11-05,2028-03-25,LOC0413,Pending,Nominated,Not Nominated,Active
CLM000930,POL000930,Agent,2022-01-26,2025-06-02,2028-02-26,LOC0757,Paid,Nominated,Nominated,Not Active
CLM000931,POL000931,Online,2023-05-06,2027-05-26,2028-06-23,LOC0271,Pending,Not Nominated,Not Nominated,Not Active
CLM000932,POL000932,Agent,2021-11-11,2025-08-24,2026-03-15,LOC0490,Pending,Nominated,Not Nominated,Active
CLM000933,POL000933,Agent,2024-04-12,2027-07-02,2028-06-29,LOC0131,Not Paid,Nominated,Not Nominated,Not Active
CLM000934,POL000934,Online,2024-04-07,2027-10-01,2025-11-12,LOC0989,Not Paid,Nominated,Nominated,Not Active
CLM000935,POL000935,Agent,2022-03-02,2025-09-23,2026-08-17,LOC0767,Not Paid,Nominated,Not Nominated,Not Active
CLM000936,POL000936,Broker,2024-11-29,2028-04-16,2025-12-24,LOC0305,Pending,Not Nominated,Not Nominated,Active
CLM000937,POL000937,Online,2020-11-12,2029-05-07,2026-03-09,LOC0463,Paid,Nominated,Not Nominated,Active
CLM000938,POL000938,Broker,2023-01-31,2029-06-01,2028-07-14,LOC0922,Pending,Not Nominated,Nominated,Not Active
CLM000939,POL000939,Broker,2024-05-13,2027-09-02,,LOC0896,Not Paid,Not Nominated,Not Nominated,Active
CLM000940,POL000940,Agent,2023-07-21,2029-08-27,2025-10-17,LOC0477,Paid,Nominated,Nominated,Active
CLM000941,POL000941,Broker,2020-05-29,2027-03-23,,LOC0924,Pending,Not Nominated,Not Nominated,Not Active
CLM000942,POL000942,Online,2023-09-26,2026-10-24,2028-06-29,LOC0814,Paid,Nominated,Not Nominated,Active
CLM000943,POL000943,Agent,2021-12-14,2028-06-07,2028-02-28,LOC0384,Not Paid,Not Nominated,Not Nominated,Not Active
CLM000944,POL000944,Agent,2024-10-29,2028-05-17,2029-09-04,LOC0518,Paid,Not Nominated,Nominated,Not Active
CLM000945,POL000945,Agent,2021-03-25,2029-11-03,2028-04-03,LOC0812,Pending,Nominated,Nominated,Not Active
CLM000946,POL000946,Broker,2022-12-10,2027-08-28,,LOC0187,Pending,Nominated,Not Nominated,Not Active
CLM000947,POL000947,Agent,2023-09-11,2028-06-06,2028-02-05,LOC0020,Pending,Not Nominated,Nominated,Not Active
CLM000948,POL000948,Online,2021-01-13,2025-07-31,2028-06-16,LOC0444,Paid,Not Nominated,Not Nominated,Active
CLM000949,POL000949,Agent,2020-12-09,2026-07-02,2027-09-10,LOC0086,Not Paid,Not Nominated,Nominated,Active
CLM000950,POL000950,Agent,2024-05-28,2029-08-15,2027-01-16,LOC0222,Paid,Not Nominated,Not Nominated,Active
CLM000951,POL000951,Broker,2024-03-07,2025-03-20,2025-04-23,LOC0745,Pending,Nominated,Not Nominated,Not Active
CLM000952,POL000952,Broker,2021-06-07,2025-07-02,2028-01-21,LOC0470,Pending,Nominated,Not Nominated,Not Active
CLM000953,POL000953,Broker,2022-03-16,2025-06-21,2029-04-06,LOC0399,Pending,Nominated,Not Nominated,Active
CLM000954,POL000954,Online,2023-08-02,2029-11-13,2028-02-20,LOC0376,Not Paid,Not Nominated,Nominated,Active
CLM000955,POL000955,Broker,2023-01-14,2027-07-08,2025-06-30,LOC0472,Pending,Nominated,Not Nominated,Active
CLM000956,POL000956,Online,2022-01-09,2026-10-23,2027-07-16,LOC0170,Paid,Not Nominated,Nominated,Active
CLM000957,POL000957,Agent,2023-05-04,2025-02-23,2027-11-14,LOC0500,Paid,Nominated,Nominated,Not Active
CLM000958,POL000958,Broker,2021-04-04,2029-05-19,2025-05-04,LOC0698,Pending,Nominated,Nominated,Active
CLM000959,POL000959,Agent,2022-06-26,2026-09-29,2025-08-19,LOC0427,Pending,Not Nominated,Nominated,Active
CLM000960,POL000960,Agent,2020-06-30,2029-04-02,2025-11-06,LOC0002,Pending,Nominated,Nominated,Active
CLM000961,POL000961,Online,2024-10-13,2026-04-08,2028-06-18,LOC0426,Not Paid,Not Nominated,Not Nominated,Active
CLM000962,POL000962,Broker,2023-04-27,2025-03-19,2026-05-26,LOC0205,Not Paid,Not Nominated,Nominated,Active
CLM000963,POL000963,Agent,2024-11-09,2029-11-13,2025-01-23,LOC0822,Paid,Not Nominated,Not Nominated,Active
CLM000964,POL000964,Online,2023-05-03,2025-03-27,,LOC0548,Paid,Nominated,Not Nominated,Active
CLM000965,POL000965,Online,2024-03-20,2026-06-15,2026-10-29,LOC0764,Not Paid,Nominated,Nominated,Active
CLM000966,POL000966,Online,2023-08-28,2025-11-14,2027-08-26,LOC0351,Not Paid,Nominated,Not Nominated,Active
CLM000967,POL000967,Online,2020-06-26,2025-06-29,2028-07-18,LOC0598,Pending,Not Nominated,Nominated,Not Active
CLM000968,POL000968,Agent,2021-12-12,2025-05-30,2027-11-27,LOC0392,Paid,Nominated,Nominated,Active
CLM000969,POL000969,Broker,2021-01-30,2028-08-08,2026-04-24,LOC0918,Paid,Nominated,Not Nominated,Not Active
CLM000970,POL000970,Online,2022-02-15,2029-03-29,2029-05-17,LOC0383,Not Paid,Not Nominated,Nominated,Not Active
CLM000971,POL000971,Agent,2022-04-13,2026-08-25,2026-02-07,LOC0858,Pending,Not Nominated,Not Nominated,Active
CLM000972,POL000972,Agent,2024-02-29,2027-12-28,2029-11-09,LOC0326,Pending,Not Nominated,Not Nominated,Active
CLM000973,POL000973,Online,2022-06-17,2028-10-26,2027-07-14,LOC0591,Not Paid,Nominated,Not Nominated,Active
CLM000974,POL000974,Online,2024-06-03,2027-05-05,2029-05-09,LOC0570,Not Paid,Nominated,Nominated,Not Active
CLM000975,POL000975,Online,2022-07-12,2025-07-31,2029-01-21,LOC0433,Pending,Not Nominated,Nominated,Not Active
CLM000976,POL000976,Broker,2020-08-10,2026-11-14,2029-11-29,LOC0597,Paid,Not Nominated,Not Nominated,Not Active
CLM000977,POL000977,Agent,2022-09-18,2029-10-17,,LOC0314,Not Paid,Not Nominated,Not Nominated,Active
CLM000978,POL000978,Broker,2022-11-14,2025-02-27,2027-09-02,LOC0673,Not Paid,Not Nominated,Nominated,Active
CLM000979,POL000979,Online,2023-01-15,2026-02-02,2028-04-20,LOC0284,Pending,Not Nominated,Not Nominated,Not Active
CLM000980,POL000980,Online,2024-04-11,2029-07-15,2029-01-29,LOC0486,Pending,Not Nominated,Nominated,Active
CLM000981,POL000981,Agent,2023-01-20,2026-12-07,,LOC0613,Paid,Nominated,Not Nominated,Active
CLM000982,POL000982,Broker,2022-09-27,2025-04-27,2027-06-04,LOC0700,Paid,Not Nominated,Not Nominated,Active
CLM000983,POL000983,Online,2020-10-27,2027-04-01,2028-09-07,LOC0258,Not Paid,Not Nominated,Nominated,Not Active
CLM000984,POL000984,Broker,2023-09-09,2026-05-18,2027-06-07,LOC0704,Pending,Not Nominated,Not Nominated,Not Active
CLM000985,POL000985,Broker,2023-02-04,2029-03-13,2027-01-02,LOC0920,Paid,Not Nominated,Not Nominated,Active
CLM000986,POL000986,Online,2024-05-21,2025-07-05,2025-04-14,LOC0195,Paid,Not Nominated,Nominated,Not Active
CLM000987,POL000987,Broker,2021-12-07,2026-04-22,2028-04-05,LOC0604,Paid,Not Nominated,Nominated,Not Active
CLM000988,POL000988,Broker,2022-08-21,2025-10-10,2029-01-18,LOC0020,Pending,Nominated,Not Nominated,Active
CLM000989,POL000989,Online,2023-04-09,2029-06-16,2028-07-11,LOC0677,Not Paid,Nominated,Nominated,Not Active
CLM000990,POL000990,Online,2020-11-27,2028-12-07,2025-03-23,LOC0751,Pending,Nominated,Nominated,Not Active
CLM000991,POL000991,Online,2023-02-26,2028-12-18,2025-09-14,LOC0226,Pending,Nominated,Not Nominated,Active
CLM000992,POL000992,Broker,2020-10-08,2026-08-14,,LOC0205,Paid,Nominated,Not Nominated,Not Active
CLM000993,POL000993,Broker,2022-02-27,2027-11-26,2027-07-22,LOC0516,Pending,Not Nominated,Nominated,Active
CLM000994,POL000994,Online,2024-12-06,2029-09-05,2029-11-07,LOC0132,Not Paid,Not Nominated,Nominated,Active
CLM000995,POL000995,Online,2022-06-26,2027-02-18,2029-12-07,LOC0054,Not Paid,Nominated,Not Nominated,Not Active
CLM000996,POL000996,Online,2022-05-08,2026-08-07,2026-01-16,LOC0860,Not Paid,Not Nominated,Nominated,Not Active
CLM000997,POL000997,Agent,2021-12-12,2027-09-30,,LOC0828,Paid,Nominated,Not Nominated,Active
CLM000998,POL000998,Broker,2024-10-24,2027-08-14,2027-06-25,LOC0670,Pending,Not Nominated,Not Nominated,Not Active
CLM000999,POL000999,Online,2022-12-31,2026-11-03,,LOC0421,Pending,Nominated,Nominated,Active
CLM001000,POL001000,Broker,2021-12-28,2025-11-15,,LOC0312,Not Paid,Not Nominated,Nominated,Not Active
