ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000104,Phone,Broker,2023-09-30,LOC0262,2023-10-03,Fire,LOC0735,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000105,In-Person,Policyholder,2022-06-27,LOC0376,2022-02-04,Natural Disaster,LOC0799,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000106,Phone,Policyholder,2024-06-12,LOC0189,2023-11-28,Fire,LOC0314,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000107,Email,Broker,2024-10-24,LOC0682,2024-02-10,Theft,LOC0686,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000108,In-Person,Broker,2024-09-27,LOC0013,2023-02-04,Natural Disaster,LOC0342,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000109,Email,Broker,2023-06-12,LOC0532,2023-09-06,Theft,LOC0587,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000110,Online,Agent,2022-01-21,LOC0224,2022-07-17,Natural Disaster,LOC0542,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000111,Phone,Agent,2024-04-06,LOC0571,2021-12-24,Natural Disaster,LOC0654,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000112,Phone,Policyholder,2024-05-31,LOC0776,2022-06-08,Fire,LOC0392,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000113,In-Person,Agent,2022-12-25,LOC0733,2023-07-21,Natural Disaster,LOC0621,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000114,Email,Policyholder,2022-02-20,LOC0696,2023-06-07,Theft,LOC0108,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000115,Online,Agent,2023-12-30,LOC0670,2024-11-18,Collision,LOC0947,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000116,In-Person,Broker,2023-06-26,LOC0776,2022-04-24,Natural Disaster,LOC0283,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000117,Phone,Broker,2024-08-23,LOC0502,2022-08-14,Fire,LOC0413,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000118,Email,Broker,2023-07-12,LOC0961,2022-06-08,Fire,LOC0368,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000119,Online,Agent,2022-06-21,LOC0735,2022-08-12,Fire,LOC0029,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000120,Email,Policyholder,2023-12-19,LOC0104,2021-08-24,Theft,LOC0936,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000121,In-Person,Agent,2024-11-17,LOC0750,2023-04-17,Natural Disaster,LOC0886,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000122,Email,Agent,2024-01-03,LOC0852,2021-02-22,Collision,LOC0971,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000123,Email,Agent,2023-02-26,LOC0355,2024-08-01,Fire,LOC0046,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000124,Online,Policyholder,2023-09-03,LOC0630,2021-02-20,Fire,LOC0195,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000125,In-Person,Policyholder,2022-03-03,LOC0663,2021-11-18,Collision,LOC0121,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000126,Email,Broker,2022-01-01,LOC0016,2023-01-28,Fire,LOC0656,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000127,Phone,Agent,2023-02-07,LOC0656,2021-12-21,Theft,LOC0136,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000128,Online,Agent,2024-11-21,LOC0359,2024-05-20,Fire,LOC0945,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000129,In-Person,Policyholder,2022-10-28,LOC0576,2024-04-24,Natural Disaster,LOC0865,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000130,Online,Agent,2023-04-20,LOC0537,2023-05-30,Theft,LOC0319,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000131,Online,Broker,2022-02-06,LOC0538,2022-05-08,Fire,LOC0735,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000132,Phone,Agent,2024-02-15,LOC0840,2021-07-14,Theft,LOC0786,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000133,Phone,Agent,2023-10-05,LOC0662,2024-01-07,Natural Disaster,LOC0555,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000134,Online,Agent,2022-12-19,LOC0067,2021-01-28,Fire,LOC0180,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000135,Online,Policyholder,2024-04-03,LOC0352,2021-03-10,Fire,LOC0569,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000136,Phone,Broker,2022-11-17,LOC0188,2023-12-18,Natural Disaster,LOC0279,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000137,Phone,Agent,2022-07-10,LOC0385,2024-06-01,Fire,LOC0515,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000138,Online,Agent,2024-12-15,LOC0522,2021-12-17,Collision,LOC0358,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000139,Email,Policyholder,2024-08-25,LOC0431,2023-04-21,Fire,LOC0219,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000140,Online,Agent,2023-01-06,LOC0182,2023-12-18,Collision,LOC0481,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000141,Online,Broker,2022-12-30,LOC0424,2023-02-04,Collision,LOC0734,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000142,Phone,Broker,2022-02-16,LOC0729,2022-07-19,Collision,LOC0223,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000143,Online,Broker,2024-06-14,LOC0704,2024-05-03,Fire,LOC0333,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000144,Online,Policyholder,2024-12-09,LOC0794,2022-06-13,Collision,LOC0036,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000145,Online,Agent,2022-10-25,LOC0608,2024-11-14,Natural Disaster,LOC0360,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000146,Online,Agent,2022-06-06,LOC0158,2022-04-05,Collision,LOC0170,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000147,Online,Policyholder,2022-05-26,LOC0169,2024-06-22,Fire,LOC0381,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000148,Phone,Agent,2024-06-20,LOC0684,2022-06-01,Natural Disaster,LOC0939,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000149,Online,Policyholder,2023-06-21,LOC0855,2024-06-07,Collision,LOC0340,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000150,Online,Agent,2024-02-17,LOC0361,2024-03-13,Natural Disaster,LOC0947,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000151,In-Person,Agent,2022-08-15,LOC0597,2021-05-14,Collision,LOC0124,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000152,Email,Policyholder,2024-05-11,LOC0188,2021-02-17,Theft,LOC0870,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000153,Email,Broker,2024-08-30,LOC0995,2023-06-10,Theft,LOC0587,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000154,Email,Policyholder,2024-10-19,LOC0905,2022-07-24,Theft,LOC0396,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000155,Online,Agent,2023-09-17,LOC0325,2023-08-31,Theft,LOC0626,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
