ClaimNumber,PaymentType,CostType,CostCategory,GrossAmount,PaymentJustifiedInNotes
CLM000201,Check,Property Damage,Expense,36196.07,YES
CLM000744,Check,Vehicle Repair,Expense,18592.22,NO
CLM000693,Credit Card,Property Damage,Indemnity,30449.92,NO
CLM000821,Check,Property Damage,Expense,11458.28,NO
CLM000822,Direct Deposit,Vehicle Repair,Expense,3335.92,YES
CLM000411,Direct Deposit,Property Damage,Expense,3069.52,NO
CLM000864,Check,Vehicle Repair,Expense,11372.27,NO
CLM000965,Check,Medical,Expense,12175.35,YES
CLM000397,Direct Deposit,Property Damage,Expense,16033.2,YES
CLM000245,Check,Medical,Indemnity,8004.8,NO
CLM000155,Credit Card,Property Damage,Indemnity,1593.33,NO
CLM000865,Direct Deposit,Vehicle Repair,Indemnity,19822.99,NO
CLM000508,Check,Vehicle Repair,Expense,5136.11,NO
CLM000804,Credit Card,Property Damage,Indemnity,36122.6,NO
CLM000526,Credit Card,Vehicle Repair,Expense,9473.9,NO
CLM000387,Direct Deposit,Medical,Indemnity,4787.11,YES
CLM000351,Credit Card,Medical,Expense,24192.22,NO
CLM000617,Direct Deposit,Property Damage,Indemnity,39943.32,YES
CLM000459,Direct Deposit,Medical,Indemnity,37777.39,NO
CLM000300,Direct Deposit,Medical,Expense,23496.27,YES
CLM000420,Check,Vehicle Repair,Indemnity,44125.81,NO
CLM000021,Credit Card,Property Damage,Indemnity,26446.81,NO
CLM000664,Check,Vehicle Repair,Indemnity,4255.15,YES
CLM000502,Check,Medical,Expense,18713.65,YES
CLM000043,Direct Deposit,Medical,Expense,6389.56,YES
CLM000764,Direct Deposit,Medical,Indemnity,47833.74,YES
CLM000432,Credit Card,Medical,Expense,2115.49,NO
CLM000799,Check,Vehicle Repair,Expense,47379.28,NO
CLM000122,Check,Property Damage,Expense,16072.81,YES
CLM000752,Direct Deposit,Property Damage,Indemnity,39958.99,YES
CLM000822,Credit Card,Vehicle Repair,Expense,12098.37,YES
CLM000905,Check,Property Damage,Indemnity,49198.3,YES
CLM000653,Check,Property Damage,Indemnity,47101.14,YES
CLM000239,Direct Deposit,Vehicle Repair,Indemnity,20093.08,YES
CLM000612,Direct Deposit,Medical,Expense,44798.37,NO
CLM000359,Direct Deposit,Vehicle Repair,Indemnity,18807.08,NO
CLM000745,Credit Card,Medical,Expense,11055.59,YES
CLM000397,Direct Deposit,Medical,Expense,31729.15,YES
CLM000360,Direct Deposit,Medical,Expense,14873.36,YES
CLM000695,Check,Property Damage,Expense,6384.99,YES
CLM000514,Credit Card,Medical,Expense,21331.59,NO
CLM000070,Credit Card,Medical,Expense,33200.44,NO
CLM000775,Check,Property Damage,Indemnity,3464.37,YES
CLM000782,Credit Card,Property Damage,Indemnity,10796.51,NO
CLM000304,Direct Deposit,Vehicle Repair,Indemnity,14548.04,NO
CLM000789,Credit Card,Vehicle Repair,Expense,32002.03,YES
CLM000200,Direct Deposit,Vehicle Repair,Expense,45879.3,YES
CLM000134,Credit Card,Vehicle Repair,Expense,28822.33,NO
CLM000879,Direct Deposit,Medical,Expense,20272.68,NO
CLM000599,Credit Card,Vehicle Repair,Expense,2505.8,NO
CLM000266,Credit Card,Property Damage,Indemnity,22800.62,NO
CLM000846,Direct Deposit,Medical,Indemnity,36760.94,NO
CLM000158,Check,Medical,Indemnity,18140.58,NO
CLM000769,Direct Deposit,Medical,Expense,15980.41,NO
CLM000705,Check,Medical,Expense,30683.29,NO
CLM000116,Credit Card,Vehicle Repair,Indemnity,48858.04,NO
CLM000097,Credit Card,Medical,Expense,16334.45,YES
CLM000222,Check,Vehicle Repair,Indemnity,27855.57,NO
CLM000302,Credit Card,Vehicle Repair,Expense,36690.93,NO
CLM000695,Direct Deposit,Vehicle Repair,Expense,31666.95,YES
CLM000866,Credit Card,Property Damage,Indemnity,8220.17,NO
CLM000272,Credit Card,Property Damage,Indemnity,28966.91,NO
CLM000680,Direct Deposit,Property Damage,Expense,45994.26,YES
CLM000548,Check,Medical,Indemnity,29000.16,YES
CLM000358,Check,Vehicle Repair,Expense,20686.43,YES
CLM000928,Credit Card,Medical,Expense,7164.17,NO
CLM000829,Direct Deposit,Vehicle Repair,Indemnity,3897.45,NO
CLM000574,Check,Medical,Expense,35813.07,YES
CLM000419,Check,Medical,Expense,16922.32,YES
CLM000586,Credit Card,Medical,Indemnity,22800.06,NO
CLM000454,Direct Deposit,Vehicle Repair,Indemnity,2414.11,NO
CLM000509,Credit Card,Vehicle Repair,Expense,46844.61,YES
CLM000469,Direct Deposit,Property Damage,Expense,10315.22,YES
CLM000687,Check,Property Damage,Indemnity,41971.41,YES
CLM000863,Check,Medical,Expense,49201.59,NO
CLM000578,Credit Card,Medical,Expense,27892.49,YES
CLM000415,Credit Card,Vehicle Repair,Expense,45401.72,NO
CLM000978,Direct Deposit,Vehicle Repair,Indemnity,39049.51,NO
CLM000051,Check,Vehicle Repair,Expense,9171.48,NO
CLM000799,Check,Medical,Indemnity,18258.92,NO
CLM000289,Check,Property Damage,Indemnity,31498.73,NO
CLM000768,Check,Property Damage,Expense,45261.55,NO
CLM000082,Credit Card,Medical,Expense,26319.52,YES
CLM000787,Check,Medical,Expense,41022.32,NO
CLM000661,Check,Vehicle Repair,Expense,12474.54,YES
CLM000881,Credit Card,Vehicle Repair,Indemnity,3180.15,YES
CLM000169,Direct Deposit,Medical,Indemnity,397.6,YES
CLM000091,Direct Deposit,Medical,Indemnity,30976.11,NO
CLM000037,Check,Medical,Indemnity,10269.16,YES
CLM000491,Credit Card,Medical,Indemnity,19235.05,NO
CLM000960,Check,Vehicle Repair,Expense,46664.75,YES
CLM000425,Check,Vehicle Repair,Indemnity,35914.79,NO
CLM000165,Check,Vehicle Repair,Expense,10147.63,NO
CLM000756,Credit Card,Medical,Indemnity,21200.98,NO
CLM000245,Check,Property Damage,Indemnity,17494.4,YES
CLM000674,Credit Card,Vehicle Repair,Indemnity,5836.29,YES
CLM000348,Credit Card,Vehicle Repair,Indemnity,49856.35,NO
CLM000194,Direct Deposit,Vehicle Repair,Expense,46958.04,NO
CLM000921,Credit Card,Vehicle Repair,Indemnity,14796.52,NO
CLM000487,Direct Deposit,Property Damage,Expense,42460.41,NO
CLM000064,Direct Deposit,Vehicle Repair,Expense,16179.25,YES
CLM000755,Direct Deposit,Medical,Expense,33410.84,YES
CLM000767,Credit Card,Property Damage,Expense,37208.35,YES
CLM000070,Direct Deposit,Medical,Indemnity,1010.3,YES
CLM000629,Direct Deposit,Vehicle Repair,Expense,15975.37,YES
CLM000012,Check,Medical,Expense,38569.57,YES
CLM000197,Direct Deposit,Property Damage,Indemnity,16394.45,NO
CLM000738,Check,Property Damage,Expense,4310.22,NO
CLM000264,Check,Vehicle Repair,Indemnity,16174.04,NO
CLM000411,Direct Deposit,Property Damage,Indemnity,35082.17,NO
CLM000186,Credit Card,Property Damage,Indemnity,38746.14,NO
CLM000960,Credit Card,Medical,Indemnity,43537.2,YES
CLM000427,Credit Card,Property Damage,Indemnity,13000.51,YES
CLM000326,Direct Deposit,Medical,Indemnity,41437.58,NO
CLM000185,Check,Medical,Expense,1999.33,NO
CLM000855,Direct Deposit,Vehicle Repair,Expense,2328.8,YES
CLM000488,Check,Property Damage,Expense,45887.96,NO
CLM000316,Direct Deposit,Medical,Indemnity,26769.27,NO
CLM000789,Credit Card,Property Damage,Expense,45884.1,NO
CLM000991,Credit Card,Vehicle Repair,Expense,44339.35,NO
CLM000544,Check,Property Damage,Indemnity,35254.0,YES
CLM000094,Direct Deposit,Vehicle Repair,Expense,27458.43,NO
CLM000027,Check,Property Damage,Expense,33304.32,NO
CLM000731,Check,Medical,Expense,38785.58,NO
CLM000400,Credit Card,Vehicle Repair,Indemnity,1944.85,YES
CLM000794,Direct Deposit,Property Damage,Expense,5761.21,NO
CLM000558,Check,Vehicle Repair,Indemnity,39224.72,YES
CLM000353,Direct Deposit,Vehicle Repair,Indemnity,48538.15,YES
CLM000672,Direct Deposit,Property Damage,Expense,29718.78,NO
CLM000492,Direct Deposit,Medical,Expense,18721.03,YES
CLM000099,Direct Deposit,Property Damage,Expense,16279.23,YES
CLM000574,Direct Deposit,Property Damage,Indemnity,4116.37,YES
CLM000456,Direct Deposit,Medical,Indemnity,35178.56,YES
CLM000404,Credit Card,Vehicle Repair,Indemnity,8398.6,NO
CLM000762,Credit Card,Property Damage,Indemnity,28842.43,NO
CLM000771,Direct Deposit,Property Damage,Indemnity,29942.26,NO
CLM000909,Direct Deposit,Vehicle Repair,Expense,8903.47,YES
CLM000140,Direct Deposit,Vehicle Repair,Expense,36004.41,YES
CLM000060,Credit Card,Medical,Indemnity,27431.94,NO
CLM000476,Direct Deposit,Property Damage,Indemnity,8733.37,NO
CLM000499,Check,Property Damage,Indemnity,14893.56,YES
CLM000374,Direct Deposit,Medical,Indemnity,1169.43,YES
CLM000119,Credit Card,Property Damage,Expense,26397.54,YES
CLM000624,Direct Deposit,Property Damage,Indemnity,213.33,NO
CLM000615,Direct Deposit,Property Damage,Indemnity,12102.26,YES
CLM000830,Credit Card,Property Damage,Expense,37703.93,NO
CLM000566,Check,Vehicle Repair,Indemnity,21244.53,NO
CLM000925,Check,Property Damage,Indemnity,10481.68,NO
CLM000865,Credit Card,Vehicle Repair,Expense,33484.75,NO
CLM000658,Check,Vehicle Repair,Expense,48632.39,NO
CLM000310,Check,Property Damage,Expense,35621.68,YES
CLM000511,Check,Vehicle Repair,Expense,2074.84,YES
CLM000961,Direct Deposit,Medical,Expense,18616.65,NO
CLM000303,Credit Card,Vehicle Repair,Expense,22354.51,NO
CLM000671,Check,Medical,Expense,39607.72,YES
CLM000310,Check,Property Damage,Indemnity,27586.11,YES
CLM000765,Check,Vehicle Repair,Indemnity,39731.32,NO
CLM000117,Check,Property Damage,Expense,5857.05,YES
CLM000251,Credit Card,Medical,Expense,30502.29,YES
CLM000761,Check,Medical,Indemnity,32099.48,YES
CLM000639,Direct Deposit,Medical,Indemnity,15347.29,YES
CLM000008,Direct Deposit,Vehicle Repair,Expense,6001.09,YES
CLM000220,Credit Card,Medical,Indemnity,20001.97,NO
CLM000856,Credit Card,Vehicle Repair,Expense,34259.99,YES
CLM000245,Credit Card,Medical,Expense,3751.21,YES
CLM000495,Direct Deposit,Vehicle Repair,Expense,2973.58,NO
CLM000040,Direct Deposit,Vehicle Repair,Expense,29482.09,NO
CLM000218,Direct Deposit,Property Damage,Expense,40084.64,YES
CLM000587,Direct Deposit,Medical,Expense,46560.08,NO
CLM000063,Credit Card,Vehicle Repair,Expense,25726.75,YES
CLM000655,Credit Card,Vehicle Repair,Expense,11974.88,NO
CLM000120,Check,Medical,Expense,20253.21,NO
CLM000544,Direct Deposit,Vehicle Repair,Indemnity,19946.2,NO
CLM000647,Direct Deposit,Property Damage,Expense,30276.66,YES
CLM000783,Credit Card,Medical,Expense,49306.14,YES
CLM000441,Credit Card,Vehicle Repair,Expense,26412.19,YES
CLM000893,Direct Deposit,Property Damage,Expense,39251.31,NO
CLM000178,Check,Property Damage,Expense,35026.13,YES
CLM000897,Check,Property Damage,Expense,12549.48,YES
CLM000742,Direct Deposit,Medical,Indemnity,16811.45,YES
CLM000310,Direct Deposit,Property Damage,Indemnity,28198.35,NO
CLM000079,Check,Property Damage,Expense,26424.81,NO
CLM000515,Check,Property Damage,Expense,7083.58,YES
CLM000653,Credit Card,Vehicle Repair,Expense,43947.48,NO
CLM000321,Credit Card,Medical,Expense,20973.96,NO
CLM000471,Direct Deposit,Property Damage,Indemnity,5793.71,YES
CLM000091,Credit Card,Medical,Expense,791.82,NO
CLM000825,Credit Card,Property Damage,Indemnity,39682.89,YES
CLM000947,Check,Property Damage,Expense,16074.77,YES
CLM000193,Credit Card,Vehicle Repair,Expense,33726.7,NO
CLM000694,Credit Card,Medical,Expense,9492.47,YES
CLM000592,Direct Deposit,Vehicle Repair,Expense,41316.73,YES
CLM000647,Direct Deposit,Medical,Indemnity,37760.78,YES
CLM000640,Direct Deposit,Property Damage,Expense,18254.33,YES
CLM000114,Check,Vehicle Repair,Expense,7227.12,NO
CLM000107,Check,Property Damage,Indemnity,25314.28,NO
